ítem,Norte,Este,Muestra,De,Hasta,potencia,Vs(m/s),Nspt,(N1)60,SUCS,LL%,LP,IP%,W%,ø°,C(Kg/cm2),densidadhúmeda(gr/cm3),densidadseca(gr/cm3),Qadm.(kg/cm2),Qult.(kg/cm2),TipodeSuelo,SST(ppm),SO4(ppm),CL(ppm),pH(ppm),Colapso,Gravas,Arenas,Finos,colegio,Vs (m/s),LL %,IP %,ø °,C (Kg/cm2),Densidad húmeda (gr/cm3),Densidad seca (gr/cm3),Qadm. (kg/cm2),Qult. (kg/cm2),Tipo de Suelo,SST (ppm),SO4 (ppm),CL (ppm),pH (ppm),?húmeda(gr/cm3),?seca(gr/cm3),? húmeda (gr/cm3),? seca (gr/cm3),profundidad_media
SPT-3,9464221.0,509636.0,M-3,2.0,3.0,1.0,,7.0,18.0,SM,,,,8.33,,,,,,,S2,,,,,,0.0,79.41,20.59,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,2.5
SPT-3,9464221.0,509636.0,M-4,3.0,4.0,1.0,,31.0,50.0,SM,17.66,14.23,3.43,11.37,,,,,,,S2,2985.0,1918.0,646.0,7.03,,0.0,77.13,22.87,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,3.5
SPT-3,9464221.0,509636.0,M-5,4.0,5.0,1.0,,47.0,50.0,SM,NP,,,3.89,,,,,2.63,,S2,,,,,,14.21,47.33,38.47,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,4.5
SPT-3,9464221.0,509636.0,M-6,5.0,6.0,1.0,,30.0,50.0,SM,20.27,17.97,2.3,5.27,,,,,1.53,,S2,3879.0,1971.0,730.0,7.45,,6.65,54.45,38.9,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,5.5
SPT-4,9464221.0,509646.0,M-1,0.0,1.0,1.0,,,,SM,,,,,,,,,,,S2,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,0.5
SPT-4,9464221.0,509646.0,M-2,1.0,2.0,1.0,,8.0,25.04,SM,,,,10.97,,,,,1.86,,S2,1296.0,1041.0,754.0,7.06,,0.0,74.96,25.01,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,1.5
SPT-4,9464221.0,509646.0,M-3,2.0,3.0,1.0,,50.0,50.0,SM,,,,9.23,,,,,,,S2,3405.0,996.0,707.0,7.29,,14.79,65.69,19.52,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,2.5
C-1,9464203.0,509677.0,M-1,0.0,1.15,1.15,,,,SM,,,,8.0,,,,,2.74,,S2,,,,,,2.0,66.3,29.7,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,2.351,2.073,,,0.575
C-1,9464203.0,509677.0,M-2,1.15,3.2,2.05,,,,SW-SM,,,,2.7,,,,,,,S2,,,,,,2.3,92.6,5.1,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,2.264,2.054,,,2.175
C-1,9464203.0,509677.0,M-3,3.2,4.0,0.8,,,,SM,,,,4.9,29.57,0.02,,,,,S2,,,,,Bajo,0.0,69.8,30.2,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,1.625,1.582,,,3.6
C-1,9464203.0,509677.0,M-4,4.0,5.0,1.0,,,,SP,,,,1.8,28.74,0.01,,,,,S2,,,,,,4.2,91.4,4.4,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,1.624,1.595,,,4.5
C-2,9464217.0,509619.0,M-1,0.0,0.8,0.8,,,,SM,,,,3.9,,,,,,,S2,,,,,,9.3,75.8,14.9,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,0.4
C-2,9464217.0,509619.0,M-2,0.8,3.8,3.0,,,,SW-SM,,,,2.3,,,,,,,S2,,,,,,5.3,87.1,7.6,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,2.3
C-2,9464217.0,509619.0,M-3,3.8,4.1,0.3,,,,SP,,,,1.3,,,,,,,S2,,,,,,7.9,91.1,1.0,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,3.9499999999999997
C-2,9464217.0,509619.0,M-4,4.1,5.0,0.9,,,,SP,,,,2.5,,,,,,,S2,,,,,,24.7,74.0,1.3,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,4.55
C-3,9464239.0,509652.0,M-1,0.0,3.8,3.8,,,,SP-SM,,,,2.2,,,,,,,S2,,,,,,7.6,86.3,6.1,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,1.9
C-3,9464239.0,509652.0,M-2,3.8,5.0,1.2,,,,SW,,,,1.6,,,,,,,S2,3282.0,1576.0,780.0,,,14.6,82.0,3.4,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,4.4
C-4,9464241.0,509674.0,M-1,0.0,0.4,0.4,,,,SM,,,,7.9,,,,,,,S2,,,,,,0.9,74.7,24.4,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,0.2
C-4,9464241.0,509674.0,M-2,0.4,2.4,2.0,,,,SW-SM,,,,3.3,,,,,,,S2,,,,,,2.7,91.1,6.2,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,1.659,,,1.4
C-4,9464241.0,509674.0,M-3,2.4,2.7,0.3,,,,CL,,,,8.5,,,,,,,S2,,,,,,2.0,39.4,58.6,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,2.55
C-4,9464241.0,509674.0,M-4,2.7,5.0,2.3,,,,SW,,,,3.2,,,,,,,S2,,,,,,5.2,91.1,3.7,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,3.85
MW-1,9464201.885,509645.6615,M-1,0.0,1.071429,1.071429,264.005725,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,0.5357145
MW-1,9464201.885,509645.6615,M-2,1.071429,2.307693,1.236264,247.749525,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-1,9464201.885,509645.6615,M-3,2.307693,3.708791,1.401098,262.106944,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,3.008242
MW-1,9464201.885,509645.6615,M-4,3.708791,5.274726,1.565935,300.454426,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,4.4917585
MW-1,9464201.885,509645.6615,M-5,5.274726,7.005495,1.730769,316.372741,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-1,9464201.885,509645.6615,M-6,7.005495,8.9011,1.895605,309.367569,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,7.9532975
MW-1,9464201.885,509645.6615,M-7,8.9011,10.961539,2.060439,320.394583,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,9.9313195
MW-1,9464201.885,509645.6615,M-8,10.961539,13.186814,2.225275,343.092381,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,12.0741765
MW-1,9464201.885,509645.6615,M-9,13.186814,15.576924,2.39011,352.842097,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,14.381869
MW-1,9464201.885,509645.6615,M-10,15.576924,18.131869,2.554945,411.935357,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,16.8543965
MW-1,9464201.885,509645.6615,M-11,18.131869,20.851649,2.71978,419.898751,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,19.491759
MW-1,9464201.885,509645.6615,M-12,20.851649,23.736265,2.884616,425.305239,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,22.293957
MW-1,9464201.885,509645.6615,M-13,23.736265,26.785715,3.04945,473.102197,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,25.26099
MW-1,9464201.885,509645.6615,M-14,26.785715,36.428571,9.642856,492.337227,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,31.607143
MW-2,9464233.785,509647.0507,M-1,0.0,1.071429,1.071429,274.095161,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,0.5357145
MW-2,9464233.785,509647.0507,M-2,1.071429,2.307693,1.236264,264.044251,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-2,9464233.785,509647.0507,M-3,2.307693,3.708791,1.401098,261.486063,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,3.008242
MW-2,9464233.785,509647.0507,M-4,3.708791,5.274726,1.565935,288.690215,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,4.4917585
MW-2,9464233.785,509647.0507,M-5,5.274726,7.005495,1.730769,307.283092,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-2,9464233.785,509647.0507,M-6,7.005495,8.9011,1.895605,319.948886,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,7.9532975
MW-2,9464233.785,509647.0507,M-7,8.9011,10.961539,2.060439,324.899823,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,9.9313195
MW-2,9464233.785,509647.0507,M-8,10.961539,13.186814,2.225275,319.212536,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,12.0741765
MW-2,9464233.785,509647.0507,M-9,13.186814,15.576924,2.39011,332.399667,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,14.381869
MW-2,9464233.785,509647.0507,M-10,15.576924,18.131869,2.554945,336.784334,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,16.8543965
MW-2,9464233.785,509647.0507,M-11,18.131869,20.851649,2.71978,353.963658,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,19.491759
MW-2,9464233.785,509647.0507,M-12,20.851649,23.736265,2.884616,357.8893,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,22.293957
MW-2,9464233.785,509647.0507,M-13,23.736265,26.785715,3.04945,359.991579,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,25.26099
MW-2,9464233.785,509647.0507,M-14,26.785715,36.428571,9.642856,377.207553,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,31.607143
MW-3,9464226.754,509658.9038,M-1,0.0,1.071429,1.071429,249.839029,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,0.5357145
MW-3,9464226.754,509658.9038,M-2,1.071429,2.307693,1.236264,231.434954,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-3,9464226.754,509658.9038,M-3,2.307693,3.708791,1.401098,256.560428,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,3.008242
MW-3,9464226.754,509658.9038,M-4,3.708791,5.274726,1.565935,303.946638,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,4.4917585
MW-3,9464226.754,509658.9038,M-5,5.274726,7.005495,1.730769,315.845463,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-3,9464226.754,509658.9038,M-6,7.005495,8.9011,1.895605,308.941228,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,7.9532975
MW-3,9464226.754,509658.9038,M-7,8.9011,10.961539,2.060439,301.348144,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,9.9313195
MW-3,9464226.754,509658.9038,M-8,10.961539,13.186814,2.225275,307.52092,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,12.0741765
MW-3,9464226.754,509658.9038,M-9,13.186814,15.576924,2.39011,312.228905,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,14.381869
MW-3,9464226.754,509658.9038,M-10,15.576924,18.131869,2.554945,326.760684,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,16.8543965
MW-3,9464226.754,509658.9038,M-11,18.131869,20.851649,2.71978,332.600007,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,19.491759
MW-3,9464226.754,509658.9038,M-12,20.851649,23.736265,2.884616,334.994752,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,22.293957
MW-3,9464226.754,509658.9038,M-13,23.736265,26.785715,3.04945,336.370758,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,25.26099
MW-3,9464226.754,509658.9038,M-14,26.785715,36.428571,9.642856,341.985376,,,,,,,,,,,,,,,,,,,,,,,3. LOCAL ESCOLAR 20509-San José-ARCC,,,,,,,,,,,,,,,,,,,31.607143
SPT-1,9458226.0,534207.0,M-1,0.0,1.0,1.0,,20.0,25.5,SP-SM,,,,0.5,,,,,,,,,,,,,1.3,93.4,5.3,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.03,,S2,,,,,,,,,0.5
SPT-1,9458226.0,534207.0,M-2,1.0,2.0,1.0,,22.0,28.05,SP,,,,0.8,,,,,,,,,,,,,0.0,95.6,4.4,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.23,,S2,,,,,,,,,1.5
SPT-1,9458226.0,534207.0,M-3,2.0,3.0,1.0,,24.0,26.08,SP,,,,1.4,,,,,,,,,,,,,0.0,95.6,4.4,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.08,,S2,,,,,,,,,2.5
SPT-1,9458226.0,534207.0,M-4,3.0,4.0,1.0,,32.0,32.19,SP-SM,,,,1.9,,,,,,,,,,,,,0.0,95.8,4.2,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.56,,S2,,,,,,,,,3.5
SPT-1,9458226.0,534207.0,M-5,4.0,5.0,1.0,,30.0,29.28,SM,,,,11.2,,,,,,,,,,,,,0.0,92.5,7.5,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.33,,S2,,,,,,,,,4.5
SPT-1,9458226.0,534207.0,M-6,5.0,6.0,1.0,,30.0,27.23,SP-SM,,,,14.5,,,,,,,,,,,,,0.0,86.7,13.3,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.17,,S2,,,,,,,,,5.5
SPT-1,9458226.0,534207.0,M-7,6.0,7.0,1.0,,30.0,25.62,SP-SM,,,,16.5,,,,,,,,,,,,,0.0,93.1,6.9,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.04,,S2,,,,,,,,,6.5
SPT-1,9458226.0,534207.0,M-8,7.0,8.0,1.0,,42.0,34.27,SP,,,,27.2,,,,,,,,,,,,,0.0,92.5,7.5,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.73,,S2,,,,,,,,,7.5
SPT-1,9458226.0,534207.0,M-9,8.0,9.0,1.0,,46.0,35.61,SM,,,,13.7,,,,,,,,,,,,,0.0,98.4,1.6,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.84,,S2,,,,,,,,,8.5
SPT-1,9458226.0,534207.0,M-10,9.0,10.0,1.0,,49.0,36.18,SM,,,,13.9,,,,,,,,,,,,,2.6,79.8,17.6,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.88,,S2,,,,,,,,,9.5
SPT-2,9458179.0,534230.0,M-1,0.0,1.0,1.0,,15.0,19.13,SP-SM,,,,1.8,,,,,,,,,,,,,17.0,67.9,15.1,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,1.52,,S2,,,,,,,,,0.5
SPT-2,9458179.0,534230.0,M-2,1.0,2.0,1.0,,20.0,25.5,SP-SM,,,,1.3,,,,,,,,,,,,,0.0,95.0,5.0,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.03,,S2,,,,,,,,,1.5
SPT-2,9458179.0,534230.0,M-3,2.0,3.0,1.0,,27.0,29.1,SP,,,,1.1,,,,,,,,,,,,,0.0,94.3,5.7,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.32,,S2,,,,,,,,,2.5
SPT-2,9458179.0,534230.0,M-4,3.0,4.0,1.0,,35.0,35.0,SP,,,,2.0,,,,,,,,,,,,,0.0,95.2,4.8,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.79,,S2,,,,,,,,,3.5
SPT-2,9458179.0,534230.0,M-5,4.0,5.0,1.0,,43.0,41.99,SP-SM,,,,14.7,,,,,,,,,,,,,0.0,95.3,4.7,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,3.34,,S2,,,,,,,,,4.5
SPT-2,9458179.0,534230.0,M-6,5.0,6.0,1.0,,31.0,28.38,SP,,,,21.4,,,,,,,,,,,,,0.0,92.2,7.8,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.26,,S2,,,,,,,,,5.5
SPT-2,9458179.0,534230.0,M-7,6.0,7.0,1.0,,50.0,43.06,SP,,,,17.3,,,,,,,,,,,,,0.0,98.2,1.8,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,3.43,,S2,,,,,,,,,6.5
SPT-2,9458179.0,534230.0,M-8,7.0,8.0,1.0,,52.0,42.35,SP-SM,,,,15.8,,,,,,,,,,,,,0.0,96.3,3.7,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,3.37,,S2,,,,,,,,,7.5
SPT-2,9458179.0,534230.0,M-9,8.0,9.0,1.0,,45.0,34.75,SP-SM,,,,12.8,,,,,,,,,,,,,0.0,91.0,9.0,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.77,,S2,,,,,,,,,8.5
SPT-2,9458179.0,534230.0,M-10,9.0,10.0,1.0,,56.0,41.22,SP-SM,,,,12.8,,,,,,,,,,,,,13.6,75.7,10.7,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,3.28,,S2,,,,,,,,,9.5
SPT-3,9458234.0,534242.0,M-1,0.0,1.0,1.0,,,,SP,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,,,0.5
SPT-3,9458234.0,534242.0,M-2,1.0,2.0,1.0,,17.0,20.0,SP ,,,,11.86,,,,,,,,,,,,,22.1,67.3,10.6,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,1.73,,S2,,,,,,,,,1.5
SPT-3,9458234.0,534242.0,M-3,2.0,3.0,1.0,,28.0,32.0,SP ,,,,9.02,,,,,,,,,,,,,0.0,95.4,4.6,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,2.68,,S2,,,,,,,,,2.5
SPT-3,9458234.0,534242.0,M-4,3.0,4.0,1.0,,50.0,50.0,SC-SM,,10.82,,13.41,,,,,,,,,,,,,0.0,86.03,13.97,4. LOCAL ESCOLAR 15027-Amauta,,14.85,4.03,,,,,4.25,,S2,,,,,,,,,3.5
SPT-3,9458234.0,534242.0,M-5,4.0,5.0,1.0,,71.0,100.0,SP-SM,,,,2.2,,,,,,,,,,,,,0.0,88.57,11.43,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.0,,S2,,,,,,,,,4.5
SPT-3,9458234.0,534242.0,M-6,5.0,6.0,1.0,,54.0,100.0,SC-SM,,7.78,,5.78,,,,,,,,,,,,,0.0,82.78,17.22,4. LOCAL ESCOLAR 15027-Amauta,,11.92,4.15,,,,,0.0,,S2,,,,,,,,,5.5
SPT-3,9458234.0,534242.0,M-7,6.0,7.0,1.0,,72.0,100.0,SP-SM,,,,15.86,,,,,,,,,,,,,0.0,90.53,9.47,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.0,,S2,,,,,,,,,6.5
SPT-3,9458234.0,534242.0,M-8,7.0,8.0,1.0,,100.0,100.0,SP-SM,,,,16.32,,,,,,,,,,,,,0.0,94.48,5.52,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.0,,S2,,,,,,,,,7.5
SPT-3,9458234.0,534242.0,M-9,8.0,9.0,1.0,,100.0,100.0,SP,,,,11.4,,,,,,,,,,,,,0.0,97.02,2.98,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.0,,S2,,,,,,,,,8.5
SPT-3,9458234.0,534242.0,M-10,9.0,10.0,1.0,,84.0,100.0,SP,,,,9.53,,,,,,,,,,,,,0.0,95.38,4.62,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.0,,S2,5994.0,2222.0,1002.0,7.33,,,,,9.5
SPT-3,9458234.0,534242.0,M-11,10.0,11.0,1.0,,81.0,100.0,SP-SM,,,,8.52,,,,,,,,,,,,,0.0,90.25,9.75,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.0,,S2,,,,,,,,,10.5
SPT-3,9458234.0,534242.0,M-12,11.0,12.0,1.0,,71.0,100.0,SP,,,,13.23,,,,,,,,,,,,,0.0,95.49,4.51,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.0,,S2,5463.0,1868.0,1057.0,7.37,,,,,11.5
SPT-3,9458234.0,534242.0,M-13,12.0,13.0,1.0,,85.0,100.0,SP-SM,,6.99,,9.84,,,,,,,,,,,,,0.0,89.81,10.19,4. LOCAL ESCOLAR 15027-Amauta,,10.64,3.65,,,,,0.0,,S2,,,,,,,,,12.5
SPT-3,9458234.0,534242.0,M-14,13.0,14.0,1.0,,12.0,11.0,SP-SM,,,,11.97,,,,,,,,,,,,,0.0,90.08,9.92,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,0.95,,S2,4029.0,2395.0,1148.0,7.66,,,,,13.5
SPT-3,9458234.0,534242.0,M-15,14.0,15.0,1.0,,24.0,22.0,SP-SM,,,,14.29,,,,,,,,,,,,,0.0,93.38,6.62,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,1.84,,S2,,,,,,,,,14.5
SPT-3,9458234.0,534242.0,M-16,15.0,16.0,1.0,,56.0,58.0,SP-SM,,8.43,,16.3,,,,,,,,,,,,,0.0,88.53,11.47,4. LOCAL ESCOLAR 15027-Amauta,,9.6,1.17,,,,,0.0,,S2,4464.0,2222.0,959.0,7.46,,,,,15.5
C-1,9458228.0,534278.0,M-1,0.0,3.6,3.6,,,,SP,,,,2.8,,,,,,,,,,,,,0.0,98.6,1.4,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,1.969,1.732,1.8
C-1,9458228.0,534278.0,M-2,3.6,5.0,1.4,,,,SP,,,,2.5,,,,,,,,,,,,,0.0,96.2,1.8,4. LOCAL ESCOLAR 15027-Amauta,,,,0.0,27.58,,,,,S2,,,,,,,1.607,1.566,4.3
C-2,9458208.0,534268.0,M-1,0.0,3.1,3.1,,,,SP,,,,3.9,,,,,,,,,,,,,0.0,98.3,1.7,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,1.942,1.718,1.55
C-2,9458208.0,534268.0,M-2,3.1,5.0,1.9,,,,SP,,,,5.9,,,,,,,,,,,,Leve,0.0,98.7,1.3,4. LOCAL ESCOLAR 15027-Amauta,,,,0.0,28.43,,,,,S2,,,,,,,1.614,1.528,4.05
C-3,9458183.0,534223.0,M-1,0.0,3.2,3.2,,,,SP,,,,2.5,,,,,,,,,,,,,0.0,97.1,2.9,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,5796.0,2012.0,1160.0,,,,,,1.6
C-3,9458183.0,534223.0,M-2,3.2,5.0,1.8,,,,SP,,,,2.3,,,,,,,,,,,,,0.0,98.2,1.8,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,,,4.1
C-4,9458187.0,534201.0,M-1,0.0,3.5,3.5,,,,SP,,,,2.0,,,,,,,,,,,,,0.0,97.8,2.2,4. LOCAL ESCOLAR 15027-Amauta,,,,0.0,28.29,,,,,S2,1752.0,946.0,130.0,,,,,,1.75
C-4,9458187.0,534201.0,M-2,3.5,5.0,1.5,,,,SP,,,,2.7,,,,,,,,,,,,Leve,0.0,98.4,1.6,4. LOCAL ESCOLAR 15027-Amauta,,,,0.0,26.79,,,,,S2,,,,,,,1.604,1.572,4.25
C-5,9458226.0,534198.0,M-1,0.0,3.5,3.5,,,,SP,,,,3.3,,,,,,,,,,,,,0.0,98.9,1.1,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,687.0,346.0,120.0,,,,,,1.75
C-5,9458226.0,534198.0,M-2,3.5,5.0,1.5,,,,SP,,,,3.1,,,,,,,,,,,,,0.0,97.5,2.5,4. LOCAL ESCOLAR 15027-Amauta,,,,0.0,28.09,,,,,S2,,,,,,,1.615,1.562,4.25
C-6,9458229.0,534223.0,M-1,0.0,2.0,2.0,,,,SP,,,,5.3,,,,,,,,,,,,,0.0,96.3,3.7,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,,,1.0
C-6,9458229.0,534223.0,M-2,2.0,5.0,3.0,,,,SP,,,,1.5,,,,,,,,,,,,,0.0,98.1,1.9,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,,,3.5
