ítem,Norte,Este,Muestra,De,Hasta,potencia,Vs(m/s),Nspt,(N1)60,SUCS,LL%,LP,IP%,W%,ø°,C(Kg/cm2),densidadhúmeda(gr/cm3),densidadseca(gr/cm3),Qadm.(kg/cm2),Qult.(kg/cm2),TipodeSuelo,SST(ppm),SO4(ppm),CL(ppm),pH(ppm),Colapso,Gravas,Arenas,Finos,colegio,Vs (m/s),LL %,IP %,ø °,C (Kg/cm2),Densidad húmeda (gr/cm3),Densidad seca (gr/cm3),Qadm. (kg/cm2),Qult. (kg/cm2),Tipo de Suelo,SST (ppm),SO4 (ppm),CL (ppm),pH (ppm),?húmeda(gr/cm3),?seca(gr/cm3),? húmeda (gr/cm3),? seca (gr/cm3),profundidad_media
C-7,9458168.0,534209.0,M-1,0.0,3.2,3.2,,,,SP,,,,1.2,,,,,,,,,,,,,0.0,96.7,3.3,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,,,1.6
C-7,9458168.0,534209.0,M-2,3.2,5.0,1.8,,,,SP,,,,2.6,,,,,,,,,,,,,0.0,96.6,3.4,4. LOCAL ESCOLAR 15027-Amauta,,,,,,,,,,S2,,,,,,,,,4.1
MW-1,9458232.123,534235.9335,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,338.717418,,,,,,,,,,,,,,,,,,0.5357145
MW-1,9458232.123,534235.9335,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,323.640404,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-1,9458232.123,534235.9335,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,334.713004,,,,,,,,,,,,,,,,,,3.008242
MW-1,9458232.123,534235.9335,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,371.079312,,,,,,,,,,,,,,,,,,4.4917585
MW-1,9458232.123,534235.9335,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,363.229817,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-1,9458232.123,534235.9335,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,369.363149,,,,,,,,,,,,,,,,,,7.9532975
MW-1,9458232.123,534235.9335,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,414.35585,,,,,,,,,,,,,,,,,,9.9313195
MW-1,9458232.123,534235.9335,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,435.495426,,,,,,,,,,,,,,,,,,12.0741765
MW-1,9458232.123,534235.9335,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,522.410024,,,,,,,,,,,,,,,,,,14.381869
MW-1,9458232.123,534235.9335,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,576.452574,,,,,,,,,,,,,,,,,,16.8543965
MW-1,9458232.123,534235.9335,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,580.319384,,,,,,,,,,,,,,,,,,19.491759
MW-1,9458232.123,534235.9335,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,600.212255,,,,,,,,,,,,,,,,,,22.293957
MW-1,9458232.123,534235.9335,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,591.744133,,,,,,,,,,,,,,,,,,25.26099
MW-1,9458232.123,534235.9335,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,603.209989,,,,,,,,,,,,,,,,,,31.607143
MW-2,9458176.621,534251.0937,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,328.67325,,,,,,,,,,,,,,,,,,0.5357145
MW-2,9458176.621,534251.0937,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,313.684275,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-2,9458176.621,534251.0937,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,293.495507,,,,,,,,,,,,,,,,,,3.008242
MW-2,9458176.621,534251.0937,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,361.6859,,,,,,,,,,,,,,,,,,4.4917585
MW-2,9458176.621,534251.0937,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,429.512813,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-2,9458176.621,534251.0937,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,433.26601,,,,,,,,,,,,,,,,,,7.9532975
MW-2,9458176.621,534251.0937,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,384.387018,,,,,,,,,,,,,,,,,,9.9313195
MW-2,9458176.621,534251.0937,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,360.589439,,,,,,,,,,,,,,,,,,12.0741765
MW-2,9458176.621,534251.0937,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,411.99542,,,,,,,,,,,,,,,,,,14.381869
MW-2,9458176.621,534251.0937,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,430.536662,,,,,,,,,,,,,,,,,,16.8543965
MW-2,9458176.621,534251.0937,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,514.785527,,,,,,,,,,,,,,,,,,19.491759
MW-2,9458176.621,534251.0937,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,535.429509,,,,,,,,,,,,,,,,,,22.293957
MW-2,9458176.621,534251.0937,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,544.73642,,,,,,,,,,,,,,,,,,25.26099
MW-2,9458176.621,534251.0937,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,4. LOCAL ESCOLAR 15027-Amauta,616.72543,,,,,,,,,,,,,,,,,,31.607143
SPT-1,9494098.0,469650.0,M-1,0.0,1.0,1.0,,17.0,21.68,SC,,16.5,,11.4,,,,,,,,,,,,,0.0,52.8,47.2,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,28.2,11.7,,,,,1.61,,S2,,,,,,,,,0.5
SPT-1,9494098.0,469650.0,M-2,1.0,2.0,1.0,,15.0,19.13,SP-SM,,,,4.6,,,,,,,,,,,,,0.0,91.2,8.8,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,1.62,,S2,,,,,,,,,1.5
SPT-1,9494098.0,469650.0,M-3,2.0,3.0,1.0,,17.0,19.76,SM,,,,16.2,,,,,,,,,,,,,0.0,86.3,13.7,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,1.68,,S2,,,,,,,,,2.5
SPT-1,9494098.0,469650.0,M-4,3.0,4.0,1.0,,6.0,6.63,SM,,,,21.4,,,,,,,,,,,,,0.0,68.7,31.3,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.56,,S2,,,,,,,,,3.5
SPT-1,9494098.0,469650.0,M-5,4.0,5.0,1.0,,8.0,8.65,CL,,16.5,,29.4,,,,,,,,,,,,,0.0,20.1,79.9,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,30.1,13.6,,,,,0.73,,S2,,,,,,,,,4.5
SPT-1,9494098.0,469650.0,M-6,6.0,6.0,0.0,,4.0,4.04,SC,,15.7,,32.4,,,,,,,,,,,,,0.0,62.6,37.4,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,24.2,8.5,,,,,0.34,,S2,,,,,,,,,6.0
SPT-1,9494098.0,469650.0,M-7,7.0,7.0,0.0,,132.0,126.68,SM,,,,46.0,,,,,,,,,,,,,0.0,79.3,20.7,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,10.76,,S2,,,,,,,,,7.0
SPT-2,9494124.0,469706.0,M-1,0.0,1.0,1.0,,24.0,30.6,SP-SM,,,,1.8,,,,,,,,,,,,,0.0,89.4,10.6,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,2.28,,S2,,,,,,,,,0.5
SPT-2,9494124.0,469706.0,M-2,1.0,2.0,1.0,,19.0,24.23,SP-SM,,,,2.6,,,,,,,,,,,,,0.0,90.2,9.8,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,2.06,,S2,,,,,,,,,1.5
SPT-2,9494124.0,469706.0,M-3,2.0,3.0,1.0,,22.0,28.05,SM,,,,9.0,,,,,,,,,,,,,0.0,84.1,15.9,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,2.38,,S2,,,,,,,,,2.5
SPT-2,9494124.0,469706.0,M-4,3.0,4.0,1.0,,5.0,6.43,SM,,,,12.3,,,,,,,,,,,,,2.5,83.3,14.2,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.55,,S2,,,,,,,,,3.5
SPT-2,9494124.0,469706.0,M-5,4.0,5.0,1.0,,6.0,7.39,SM,,,,20.5,,,,,,,,,,,,,0.0,65.0,35.0,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.63,,S2,,,,,,,,,4.5
SPT-2,9494124.0,469706.0,M-6,5.0,6.0,1.0,,6.0,6.77,CL,,,,46.4,,,,,,,,,,,,,0.0,33.4,66.6,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.57,,S2,,,,,,,,,5.5
SPT-2,9494124.0,469706.0,M-7,6.0,7.0,1.0,,46.0,48.07,SC,,,,40.3,,,,,,,,,,,,,0.0,55.6,44.4,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,4.08,,S2,,,,,,,,,6.5
SPT-2,9494124.0,469706.0,M-8,7.0,7.7,0.7,,66.0,64.56,SM,,,,27.6,,,,,,,,,,,,,0.0,81.9,18.1,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,5.48,,S2,,,,,,,,,7.35
SPT-3,9494111.0,469713.0,M-0,0.0,1.0,1.0,,,,SM,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,,,S2,,,,,,,,,0.5
SPT-3,9494111.0,469713.0,M-1,1.0,2.0,1.0,,12.0,13.0,SM ,,10.6,,7.3,,,,,,,,,,,,,0.0,58.3,41.7,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,13.0,2.4,,,,,1.04,,S2,,,,,,,,,1.5
SPT-3,9494111.0,469713.0,M-2,2.0,3.0,1.0,,17.0,16.0,SM ,,,,9.05,,,,,,,,,,,,,0.0,57.3,42.7,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,1.27,,S2,,,,,,,,,2.5
SPT-3,9494111.0,469713.0,M-3,3.0,4.0,1.0,,17.0,16.0,CL ,,15.5,,8.61,,,,,,,,,,,,,0.0,33.4,66.6,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,24.5,9.0,,,,,1.24,,S2,,,,,,,,,3.5
SPT-3,9494111.0,469713.0,M-4,4.0,5.0,1.0,,14.0,13.0,CL ,,11.3,,13.02,,,,,,,,,,,,,0.0,27.0,73.0,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,23.5,12.3,,,,,1.0,,S2,,,,,,,,,4.5
SPT-3,9494111.0,469713.0,M-5,5.0,6.0,1.0,,8.0,7.0,CL ,,9.8,,8.0,,,,,,,,,,,,,0.0,30.37,69.63,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,18.6,8.8,,,,,0.53,,S2,,,,,,,,,5.5
SPT-3,9494111.0,469713.0,M-6,6.0,7.0,1.0,,10.0,9.0,CL ,,9.2,,8.68,,,,,,,,,,,,,0.0,27.86,72.14,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,18.9,9.7,,,,,0.7,,S2,,,,,,,,,6.5
SPT-3,9494111.0,469713.0,M-7,7.0,8.0,1.0,,8.0,7.0,SM ,,,,6.71,,,,,,,,,,,,,0.0,56.67,43.33,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.52,,S2,,,,,,,,,7.5
SPT-3,9494111.0,469713.0,M-8,8.0,9.0,1.0,,58.0,60.0,SM ,,,,7.91,,,,,,,,,,,,,0.0,62.77,37.23,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.0,,S2,,,,,,,,,8.5
SPT-3,9494111.0,469713.0,M-9,9.0,10.0,1.0,,100.0,101.0,SM ,,,,10.62,,,,,,,,,,,,,0.0,65.47,34.53,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.0,,S2,6636.0,4284.0,2421.0,7.17,,,,,9.5
SPT-3,9494111.0,469713.0,M-10,10.0,11.0,1.0,,40.0,29.0,SM ,,,,8.38,,,,,,,,,,,,,0.0,61.59,38.41,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,2.34,,S2,,,,,,,,,10.5
SPT-3,9494111.0,469713.0,M-11,11.0,12.0,1.0,,53.0,54.0,SM ,,16.0,,8.23,,,,,,,,,,,,,0.0,64.39,35.61,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,17.1,1.1,,,,,0.0,,S2,6300.0,3234.0,2229.0,7.32,,,,,11.5
SPT-3,9494111.0,469713.0,M-12,12.0,13.0,1.0,,72.0,74.0,SM ,,,,13.45,,,,,,,,,,,,,0.0,57.35,42.65,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.0,,S2,,,,,,,,,12.5
SPT-3,9494111.0,469713.0,M-13,13.0,14.0,1.0,,43.0,47.0,SM ,,15.3,,7.82,,,,,,,,,,,,,0.0,64.14,35.86,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,18.4,3.1,,,,,2.18,,S2,6948.0,4745.0,2268.0,7.59,,,,,13.5
SPT-3,9494111.0,469713.0,M-14,14.0,15.0,1.0,,68.0,69.0,SM ,,17.2,,10.74,,,,,,,,,,,,,0.0,56.27,43.73,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,16.0,1.2,,,,,0.0,,S2,,,,,,,,,14.5
SPT-3,9494111.0,469713.0,M-15,15.0,16.0,1.0,,61.0,62.0,SM ,,,,9.04,,,,,,,,,,,,,0.0,73.71,26.9,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,,,,,,,0.0,,S2,5223.0,4893.0,130.0,7.28,,,,,15.5
C-1,469701.0,9494105.0,M-1,0.0,2.7,2.7,,,,CL,,13.2,,32.4,,,,,,,,,,,,,0.0,30.0,70.0,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,36.3,23.1,,,,,,,S2,10632.0,5448.0,2860.0,,,,1.775,1.321,1.35
C-2,469740.0,9494141.0,M-1,0.0,3.0,3.0,,,,CL,,13.7,,36.5,,,,,,,,,,,,,0.0,35.7,64.3,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,33.5,19.8,,,,,,,S2,,,,,,,,,1.5
C-3,469680.0,9494126.0,M-1,0.0,2.6,2.6,,,,CL,,11.0,,35.2,,,,,,,,,,,,,0.0,28.0,72.0,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,34.0,23.0,,,,,,,S2,,,,,,,2.108,1.806,1.3
C-4,469664.0,9494076.0,M-1,0.0,2.8,2.8,,,,CL,,12.3,,35.2,,,,,,,,,,,,,0.0,38.3,61.7,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,37.3,24.0,24.17,0.06,,,,,S2,5514.0,2823.0,1560.0,,,,1.775,1.341,1.4
C-5,469741.0,9494109.0,M-1,0.0,2.4,2.4,,,,CL,,13.1,,39.8,,,,,,,,,,,,,0.0,27.7,72.3,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,37.9,24.7,,,,,,,S2,9285.0,4625.0,2720.0,,,,,,1.2
C-6,469662.0,9494042.0,M-1,0.0,2.2,2.2,,,,CL,,12.0,,33.1,,,,,,,,,,,,,0.0,26.7,73.3,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,,35.4,23.4,23.52,0.08,,,,,S2,,,,,,,1.858,1.396,1.1
MW-1,469697.9816,9494083.465,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,166.604521,,,,,,,,,,,,,,,,,,0.5357145
MW-1,469697.9816,9494083.465,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,173.543444,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-1,469697.9816,9494083.465,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,170.138052,,,,,,,,,,,,,,,,,,3.008242
MW-1,469697.9816,9494083.465,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,151.838887,,,,,,,,,,,,,,,,,,4.4917585
MW-1,469697.9816,9494083.465,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,157.045907,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-1,469697.9816,9494083.465,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,185.02097,,,,,,,,,,,,,,,,,,7.9532975
MW-1,469697.9816,9494083.465,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,199.428497,,,,,,,,,,,,,,,,,,9.9313195
MW-1,469697.9816,9494083.465,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,223.840456,,,,,,,,,,,,,,,,,,12.0741765
MW-1,469697.9816,9494083.465,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,225.311798,,,,,,,,,,,,,,,,,,14.381869
MW-1,469697.9816,9494083.465,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,221.52961,,,,,,,,,,,,,,,,,,16.8543965
MW-1,469697.9816,9494083.465,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,235.041404,,,,,,,,,,,,,,,,,,19.491759
MW-1,469697.9816,9494083.465,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,232.501517,,,,,,,,,,,,,,,,,,22.293957
MW-1,469697.9816,9494083.465,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,231.179243,,,,,,,,,,,,,,,,,,25.26099
MW-1,469697.9816,9494083.465,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,230.561588,,,,,,,,,,,,,,,,,,31.607143
MW-2,469692.1803,9494126.471,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,183.66206,,,,,,,,,,,,,,,,,,0.5357145
MW-2,469692.1803,9494126.471,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,191.882711,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-2,469692.1803,9494126.471,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,183.653071,,,,,,,,,,,,,,,,,,3.008242
MW-2,469692.1803,9494126.471,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,168.196731,,,,,,,,,,,,,,,,,,4.4917585
MW-2,469692.1803,9494126.471,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,162.851564,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-2,469692.1803,9494126.471,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,178.821885,,,,,,,,,,,,,,,,,,7.9532975
MW-2,469692.1803,9494126.471,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,198.443213,,,,,,,,,,,,,,,,,,9.9313195
MW-2,469692.1803,9494126.471,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,205.268934,,,,,,,,,,,,,,,,,,12.0741765
MW-2,469692.1803,9494126.471,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,209.03093,,,,,,,,,,,,,,,,,,14.381869
MW-2,469692.1803,9494126.471,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,221.546979,,,,,,,,,,,,,,,,,,16.8543965
MW-2,469692.1803,9494126.471,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,221.512972,,,,,,,,,,,,,,,,,,19.491759
MW-2,469692.1803,9494126.471,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,220.641149,,,,,,,,,,,,,,,,,,22.293957
MW-2,469692.1803,9494126.471,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,219.73994,,,,,,,,,,,,,,,,,,25.26099
MW-2,469692.1803,9494126.471,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,220.226423,,,,,,,,,,,,,,,,,,31.607143
MW-3,469705.1235,9494066.142,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,168.099447,,,,,,,,,,,,,,,,,,0.5357145
MW-3,469705.1235,9494066.142,M-2,1.071429,2.307693,1.236264,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,169.345227,,,,,,,,,,,,,,,,,,1.6895609999999999
MW-3,469705.1235,9494066.142,M-3,2.307693,3.708791,1.401098,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,162.922875,,,,,,,,,,,,,,,,,,3.008242
MW-3,469705.1235,9494066.142,M-4,3.708791,5.274726,1.565935,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,157.689879,,,,,,,,,,,,,,,,,,4.4917585
MW-3,469705.1235,9494066.142,M-5,5.274726,7.005495,1.730769,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,170.020291,,,,,,,,,,,,,,,,,,6.1401105000000005
MW-3,469705.1235,9494066.142,M-6,7.005495,8.9011,1.895605,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,185.245886,,,,,,,,,,,,,,,,,,7.9532975
MW-3,469705.1235,9494066.142,M-7,8.9011,10.961539,2.060439,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,199.346735,,,,,,,,,,,,,,,,,,9.9313195
MW-3,469705.1235,9494066.142,M-8,10.961539,13.186814,2.225275,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,201.562973,,,,,,,,,,,,,,,,,,12.0741765
MW-3,469705.1235,9494066.142,M-9,13.186814,15.576924,2.39011,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,201.474695,,,,,,,,,,,,,,,,,,14.381869
MW-3,469705.1235,9494066.142,M-10,15.576924,18.131869,2.554945,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,209.465305,,,,,,,,,,,,,,,,,,16.8543965
MW-3,469705.1235,9494066.142,M-11,18.131869,20.851649,2.71978,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,208.932029,,,,,,,,,,,,,,,,,,19.491759
MW-3,469705.1235,9494066.142,M-12,20.851649,23.736265,2.884616,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,208.801304,,,,,,,,,,,,,,,,,,22.293957
MW-3,469705.1235,9494066.142,M-13,23.736265,26.785715,3.04945,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,208.818686,,,,,,,,,,,,,,,,,,25.26099
MW-3,469705.1235,9494066.142,M-14,26.785715,36.428571,9.642856,,,,,,,,,,,,,,,,,,,,,,,,5. LOCAL ESCOLAR 15508 DOMINGO SAVIO,209.978659,,,,,,,,,,,,,,,,,,31.607143
SPT-1,9418319.0,535960.0,M-1,0.0,1.0,1.0,,6.0,7.65,CL,,23.1,,12.7,,,,,,,,,,,,,0.0,26.7,73.3,6. LOCAL ESCOLAR 413294-RLE Jose Jacobo Cruz Villegas,,34.5,11.4,,,,,0.61,,S2,,,,,,,,,0.5
